    Copyright (C) 2020 Per Tunedal, Stockholm, Sweden	
....Author: Per Tunedal <info@tunedal.nu>	
	
....This file is part of Dicelist. Wordlists for making secure passwords 	
....with the help of 4-5 dice.	
	
    Dicelist is free software: you can redistribute it and/or modify	
    it under the terms of the GNU General Public License as published by	
    the Free Software Foundation, either version 3 of the License, or	
    (at your option) any later version.	
	
    Dicelist is distributed in the hope that it will be useful,	
    but WITHOUT ANY WARRANTY; without even the implied warranty of	
    MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the	
    GNU General Public License for more details.	
	
    You should have received a copy of the GNU General Public License	
    along with Tunedal Dice Lists.  If not, see <https://www.gnu.org/licenses/>.	

Credits
-------
This work is based on the original idea from A G Reinhold in 1995:
http://world.std.com/~reinhold/diceware.html 
and partly on EFF:s ideas from 2016: 
https://www.eff.org/deeplinks/2016/07/new-wordlists-random-passphrases

Usage
-----
Use 4 dice to randomly get a combination of digits between 1111 and 6666, that 	
corresponds to a word in the list. The combination 1234 corresponds e.g. to the 	
"word ""avog"" and the combination 5316 corresponds to the word ""roa"". You need to "	
get at least 8 words to form a secure password. Separate the words in some way, 	
e.g. with space, some number, some symbol or by writing the first or last 	
letter in upper case.	
	
1111	aber
1112	adel
1113	adla
1114	ag
1115	aga
1116	agat
1121	agg
1122	agn
1123	agna
1124	akt
1125	akta
1126	akut
1131	al
1132	alfa
1133	alg
1134	alm
1135	aln
1136	alv
1141	amma
1142	ana
1143	and
1144	anda
1145	ande
1146	ange
1151	anis
1152	anka
1153	anor
1154	ansa
1155	anse
1156	anta
1161	apa
1162	apel
1163	area
1164	arg
1165	ark
1166	arm
1211	arom
1212	art
1213	arv
1214	as
1215	ask
1216	aska
1221	asp
1222	asyl
1223	atom
1224	aula
1225	avel
1226	avge
1231	avi
1232	avig
1233	avla
1234	avog
1235	avse
1236	avta
1241	ax
1242	axel
1243	axla
1244	baby
1245	back
1246	bad
1251	bada
1252	bag
1253	bak
1254	baka
1255	bal
1256	balk
1261	ball
1262	bana
1263	band
1264	bang
1265	bank
1266	bar
1311	bark
1312	barm
1313	barn
1314	barr
1315	bas
1316	basa
1321	baxa
1322	be
1323	bebo
1324	ben
1325	bena
1326	berg
1331	bero
1332	bese
1333	besk
1334	bet
1335	beta
1336	bete
1341	bets
1342	bett
1343	bh
1344	bi
1345	bida
1346	biff
1351	bikt
1352	bil
1353	bila
1354	bild
1355	bio
1356	bit
1361	bita
1362	blad
1363	blek
1364	bli
1365	blid
1366	blod
1411	blom
1412	blus
1413	bly
1414	blyg
1415	bo
1416	bog
1421	boj
1422	boja
1423	bok
1424	boka
1425	boll
1426	bom
1431	bomb
1432	bord
1433	borg
1434	borr
1435	boss
1436	bot
1441	bota
1442	bov
1443	box
1444	boxa
1445	brak
1446	brev
1451	bris
1452	bro
1453	bror
1454	brud
1455	bruk
1456	brun
1461	brus
1462	bry
1463	bryn
1464	bua
1465	bud
1466	buga
1511	bugg
1512	buk
1513	bukt
1514	bula
1515	bult
1516	bunt
1521	bur
1522	burk
1523	bus
1524	busa
1525	buse
1526	buss
1531	by
1532	bygd
1533	byk
1534	byst
1535	byta
1536	byte
1541	byxa
1542	cd
1543	cell
1544	chef
1545	cigg
1546	city
1551	dag
1552	dagg
1553	dal
1554	dala
1555	dam
1556	damm
1561	dans
1562	darr
1563	dask
1564	dass
1565	data
1566	deg
1611	del
1612	dela
1613	dia
1614	diet
1615	dika
1616	dike
1621	dikt
1622	dis
1623	disk
1624	djup
1625	djur
1626	dna
1631	doft
1632	dok
1633	dold
1634	dolk
1635	dom
1636	don
1641	dop
1642	dopa
1643	dopp
1644	dos
1645	dosa
1646	dov
1651	dra
1652	drag
1653	drev
1654	driv
1655	drog
1656	dryg
1661	dua
1662	dubb
1663	duk
1664	duka
1665	dum
1666	dun
2111	duns
2112	duo
2113	dust
2114	duva
2115	dy
2116	dygd
2121	dygn
2122	dyka
2123	dyna
2124	dyr
2125	dyrk
2126	ed
2131	egen
2132	egg
2133	egga
2134	ego
2135	ek
2136	eka
2141	eker
2142	eko
2143	el
2144	eld
2145	elda
2146	elev
2151	elit
2152	en
2153	ena
2154	enig
2155	epok
2156	epos
2161	ess
2162	etik
2163	etsa
2164	etta
2165	etui
2166	evig
2211	exil
2212	fack
2213	fadd
2214	falk
2215	fall
2216	famn
2221	fan
2222	fana
2223	far
2224	fara
2225	farm
2226	fars
2231	fart
2232	fas
2233	fasa
2234	fast
2235	fat
2236	fatt
2241	fax
2242	fe
2243	feg
